Segnala il PFS mancante!!::::00
TOH_1/12w41::Via Giuseppe Verdi, Collegno [45.07469479493355, 7.567498337959019]
TOH_1/12w42::Via Gaetano Donizetti 30, Collegno [45.07575527083703, 7.569171560105337]
TOH_1/12w43::Via Roma 74, Collegno [45.07627953885944, 7.570390378686362]
TOH_1/12w44::Via Gioacchino Rossini, Collegno [45.07377431568973, 7.570810726903842]
TOH_1/13e11::Via Francesco Petrarca 15, Collegno [45.07415820, 7.60331601]
TOH_1/13e12::Via Messina, Collegno [45.07530216, 7.60527445]
TOH_1/13e13::Via Enrico De Nicola, Collegno [45.07606734, 7.60665712]
TOH_1/13e21::Via Luigi Galvani, Collegno [45.07681284, 7.60457983]
TOH_1/13e22::Piazza Sandro Pertini, Collegno [45.07821074, 7.60593421]
TOH_1/13e23::Via Pintor Giaime, Collegno [45.07855494, 7.60501021]
TOH_1/13e31::Via Luigi Galvani, Collegno [45.07695459, 7.60228352]
TOH_1/13e32::Via Torquato Tasso 19, Collegno [45.07533972, 7.60237490]
TOH_1/13e33::Via Amerigo Vespucci 4, Collegno [45.07556922, 7.60098252]
TOH_1/13e41::Corso Antony, Collegno [45.07485271, 7.59951066]
TOH_1/13e42::Corso Antony 33, Collegno [45.07684455, 7.60025607]
TOH_1/13e43::Via Alessandro Manzoni 27, Collegno [45.07555320311247, 7.597721213291079]
TOH_1/13e44::Via Alessandro Manzoni 27, Collegno [45.07630980340269, 7.598048219043425]
TOH_1/13w11::Via Filippo Juvarra, Collegno [45.07538375, 7.57271612]
TOH_1/13w12::Via Alfredo Catalani, Collegno [45.07426678, 7.57259648]
TOH_1/13w13::Via Guglielmo Oberdan, Collegno [45.07382055, 7.57482925]
TOH_1/13w14::Via Guglielmo Oberdan, Collegno [45.07367442, 7.57502436]
TOH_1/13w21::Piazza della Repubblica 18, Collegno [45.07768224, 7.57227576]
TOH_1/13w22::Leumann, Collegno [45.07850007, 7.57243118]
TOH_1/13w23::Via Domenico Cimarosa, Collegno [45.07686075, 7.57411794]
TOH_1/13w24::Via Marco Minghetti, Collegno [45.07636043, 7.57261365]
TOH_1/13w31::Via Trieste, Collegno [45.07536689, 7.57785147]
TOH_1/13w32::Via Goffredo Mameli, Collegno [45.07645134, 7.57825050]
TOH_1/13w33::Via Tino Richelmy, Collegno [45.07679569, 7.57743816]
TOH_1/13w34::Via Trieste, Collegno [45.07593620, 7.57434318]
TOH_1/13w41::Via Trieste, Collegno [45.07519555, 7.57855894]
TOH_1/13w42::Via Venti Settembre, Collegno [45.07432131, 7.58082034]
TOH_1/13w43::Via Francesco Baracca, Collegno [45.07439375, 7.58328540]
TOH_1/13w44::Via Torino 58, Collegno [45.07509512096725, 7.584504278682372]
TOH_1/14w11::Via Quintino Sella, Collegno [45.08041542937678, 7.572605864893433]
TOH_1/14w12::Via Adriano Audifredi, Collegno [45.081571803587416, 7.5716296567899555]
TOH_1/14w13::Via Cristoforo Colombo, Collegno [45.081665721815895, 7.570816792783963]
TOH_1/14w14::Via Giuseppe Di Vittorio, Collegno [45.0813212217744, 7.569425890178399]
TOH_1/14w21::Via Alpignano, Collegno [45.08318451946605, 7.565600337140967]
TOH_1/14w22::Largo Grande Torino, Collegno [45.08402687209774, 7.563664995821298]
TOH_1/14w23::Via Ferruccio Parri 5, Collegno [45.08460041465607, 7.565177642801599]
TOH_1/14w24::Leumann, Collegno [45.08191930019658, 7.567149086699265]
TOH_1/15e11::Viale Partigiani d'Italia 92, Rivoli [45.0755207016061, 7.514806747967701]
TOH_1/15e12::Via Fratelli Rosselli 7, Rivoli [45.077203125931874, 7.512899707261953]
TOH_1/15e13::Via Alpignano, Rivoli [45.0775415485649, 7.515964519916905]
TOH_1/15e14::Corso Susa 89, Rivoli [45.07637114367907, 7.518391254665031]
TOH_1/15e21::Via Legnano, Rivoli [45.07633691736906, 7.510795671311911]
TOH_1/15e22::Corso Alcide De Gasperi, Rivoli [45.07580226299139, 7.5058384166980225]
TOH_1/15e23::Via Pasubio 70/10, Rivoli [45.07521308754335, 7.508246324907937]
TOH_1/15e31::Via Frejus 39, Rivoli [45.07336452628309, 7.507901286588685]
TOH_1/15e32::Via Noli, Rivoli [45.07098997657439, 7.50159953539927]
TOH_1/15e33::Via Monte Bianco 14, Rivoli [45.071953872623304, 7.506877610218849]
TOH_1/15e34::Via Pietro Rolle, Rivoli [45.06915821838766, 7.501518778706965]
TOH_1/16e11::Via Pietro Cossa 280 int. 26, Torino [45.09555020056301, 7.636640680869154]
TOH_1/16e12::Via Pietro Cossa 280 int. 22 int. C, Torino [45.094691562292006, 7.636054414963126]
TOH_1/16e13::Via Pietro Cossa 280 int. 2, Torino [45.094884316871685, 7.634358361843222]
TOH_1/16e14::Via Pianezza 216, Torino [45.09729254702195, 7.636160288558078]
TOH_1/16e21::Via Pianezza, Torino [45.09678578192056, 7.638467522810121]
TOH_1/16e22::Via Pianezza 176 scala A, Torino [45.09658292815232, 7.642102383034678]
TOH_1/16e23::Via Pianezza 163a, Torino [45.09575499973012, 7.6447594533847365]
TOH_1/16e24::Via Parenzo, Torino [45.09971326379752, 7.640223439911345]
TOH_1/16e31::Via Andrea Sansovino 7, Torino [45.0992186391502, 7.63582451830211]
TOH_1/16e32::Corso Toscana 192, Torino [45.10185985390186, 7.640518732830152]
TOH_1/16e33::Viale dei Mughetti 1, Torino [45.10234266811499, 7.637621941677316]
TOH_1/16e34::Viale dei Mughetti, Torino [45.10321450806875, 7.635959768248908]
TOH_1/16e41::Corso Molise 47 scala B, Torino [45.10323933402954, 7.637829800983115]
TOH_1/16e42::Corso Molise 57c, Torino [45.104915027630845, 7.6379055783734495]
TOH_1/16e43::Corso Grosseto 437, Torino [45.10629721922384, 7.642042588751287]
TOH_1/16e44::Via Andrea Sansovino 143d, Torino [45.1048278915488, 7.645528110217499]
TOH_1/16w11::Via delle Primule 12, Torino [45.10049090951083, 7.629209585919378]
TOH_1/16w12::Via delle Primule 18 scala P, Torino [45.101206703154126, 7.627638842804746]
TOH_1/16w13::Via delle Primule, Torino [45.10233549649667, 7.625097754494848]
TOH_1/16w14::Viale dei Mughetti, Torino [45.104300049299695, 7.624836274639772]
TOH_1/16w21::Corso Ferrara 51a, Torino [45.10713438221917, 7.624784128165083]
TOH_1/16w22::Via delle Pervinche 79, Torino [45.105911781599396, 7.624883462550206]
TOH_1/16w23::Via delle Pervinche 63, Torino [45.10591167247986, 7.627503623934221]
TOH_1/16w24::Via delle Pervinche 49, Torino [45.105760574578476, 7.629834427552793]
TOH_1/16w31::Via delle Pervinche, Torino [45.105933844669686, 7.630232257057229]
TOH_1/16w32::Via delle Pervinche 21, Torino [45.10600834252707, 7.634823517828249]
TOH_1/16w33::Via delle Verbene, Torino [45.104744275310395, 7.6316357149491765]
TOH_1/16w41::Viale dei Mughetti 9g, Torino [45.1031392027726, 7.63239602410596]
TOH_1/16w42::Via delle Glicini 34a, Torino [45.1024600150088, 7.63069937669368]
TOH_1/16w43::Via delle Magnolie 19a, Torino [45.101840099974815, 7.6316492491743775]
TOH_1/17e11::Via Valgioie 129a, Torino [45.07689066188121, 7.620831778537354]
TOH_1/17e12::Via Valgioie 109a, Torino [45.076754260287665, 7.623192649841274]
TOH_1/17e13::Strada Basse di Dora, Torino [45.07876378332366, 7.623394988709052]
TOH_1/17e14::Via Ludovico Bellardi 42b, Torino [45.07808669760712, 7.623837842047808]
TOH_1/17e21::Via Invorio 7c, Torino [45.080613768077335, 7.626258548593611]
TOH_1/17e22::Via Valentino Carrera 99, Torino [45.080194818087215, 7.626228117394838]
TOH_1/17e23::Via Vittorio Asinari di Bernezzo 119 int. 3/D, Torino [45.07981789202357, 7.6257246744569995]
TOH_1/17e24::Via Valentino Carrera, Torino [45.080065717922295, 7.623565008747665]
TOH_1/17e31::Via Nicomede Bianchi 109, Torino [45.08253372659169, 7.6250802022137485]
TOH_1/17e32::Corso Bernardino Telesio, Torino [45.08220610479468, 7.628336675967269]
TOH_1/17e33::Via Giovanni Battista Scapaccino, Torino [45.081530473765156, 7.624229456964421]
TOH_1/17e34::Via Giuseppe Giulietti 5, Torino [45.08102825862821, 7.624650972127871]
TOH_1/17e41::Via Giovanni Servais 92 int. 133/A, Torino [45.08431980873338, 7.6276672426434]
TOH_1/17e42::Strada della Pellerina 1, Torino [45.08680568127085, 7.625624217014004]
TOH_1/17e43::Via Giovanni Servais 112, Torino [45.08378619204038, 7.625973196576161]
TOH_1/17e44::Via Giovanni Servais, Torino [45.08273719062482, 7.627615006342574]
TOH_1/17w11::Via Pietro Cossa 115/31, Torino [45.08283872857682, 7.621138939269948]
TOH_1/17w12::Via Gianbattista Niccolini 22, Torino [45.08222895800992, 7.618163885645453]
TOH_1/17w13::Via Sostegno 90a, Torino [45.080895567566245, 7.620000420616822]
TOH_1/17w14::Via Valentino Carrera 133, Torino [45.080317900199, 7.621434237840026]
TOH_1/17w21::Via Giovanni Servais, Torino [45.083962364788675, 7.619757742399468]
TOH_1/17w22::Via Giovanni Servais, Torino [45.08411935064682, 7.621163758961347]
TOH_1/17w23::Via Giovanni Servais, Torino [45.084069695455554, 7.6232830791563115]
TOH_1/17w24::Via Pietro Cossa 113 bis/F, Torino [45.08273562322747, 7.624077710993267]
TOH_1/17w31::Via Giovanni Servais 200 int. B, Torino [45.08599412182596, 7.616219230730856]
TOH_1/17w32::Via Giovanni Servais, Torino [45.08678325277631, 7.618242569269037]
TOH_1/17w33::Via Paolo Bentivoglio, Torino [45.083748964590164, 7.6164220207981765]
TOH_1/17w34::Via Giovanni Servais 176 int. 1, Torino [45.085183349371526, 7.6194189491870565]
TOH_1/17w41::Strada Pianezza 311 int. 10 int. A, Torino [45.09767607923841, 7.626911928628942]
TOH_1/17w42::Via Pietro Cossa 293 int. 29 int. C, Torino [45.09614056792563, 7.627076450808325]
TOH_1/17w43::Via Pietro Cossa 293 int. 6 int. C, Torino [45.09591180704087, 7.632773346575525]
TOH_1/17w44::Via Andrea Sansovino 3, Torino [45.09834997734944, 7.634402191469588]
TOH_1/18e11::Via Fidia 49, Torino [45.07041523488465, 7.6211850960363705]
TOH_1/18e12::Via Mario Ponzio 10b, Torino [45.0674964985675, 7.623303692165435]
TOH_1/18e13::Via Quinto Bevilacqua 25a, Torino [45.06894237772758, 7.622013124632898]
TOH_1/18e14::Via Quinto Bevilacqua 12 int. 6, Torino [45.06980185586465, 7.62067691969766]
TOH_1/18e21::Via Luca Della Robbia 11a, Torino [45.07030033613441, 7.622198857432332]
TOH_1/18e22::Via Vandalino, Torino [45.07177959784372, 7.619047804779265]
TOH_1/18e23::Via Arnaz 1, Torino [45.07084682614422, 7.621063698404332]
TOH_1/18e24::Via Luca Della Robbia 11a, Torino [45.07030538957917, 7.622314061668972]
TOH_1/18e31::Corso Francia, Torino [45.07447948843818, 7.622942435089648]
TOH_1/18e32::Via Mollieres 22, Torino [45.07271894915862, 7.6207335245741925]
TOH_1/18e33::Via Fidia 12, Torino [45.07334791492184, 7.621749026847996]
TOH_1/18e34::Via Pietro Thermignon 6b, Torino [45.0727875959019, 7.622305562724308]
TOH_1/18e41::Via Sostegno, Torino [45.07512369541192, 7.61895260865421]
TOH_1/18e42::Corso Francia 309b, Torino [45.074400643806214, 7.621175890264402]
TOH_1/18e43::Via Rochemolles 3a, Torino [45.07504128262422, 7.621857049220975]
TOH_1/18e44::Via Ludovico Bellardi, Torino [45.075543191749155, 7.622599115963355]
TOH_1/18w11::Via Sostegno 51, Torino [45.07835704877164, 7.619364054254544]
TOH_1/18w12::Via Sostegno 65, Torino [45.07960254321439, 7.619601894983794]
TOH_1/18w13::Via Valentino Carrera 179 int. 34/B, Torino [45.08016964177287, 7.616996305840904]
TOH_1/18w14::Via Sostegno, Torino [45.076921274219096, 7.619082245972477]
TOH_1/18w21::Via Edoardo Perroncito 1b, Torino [45.07429161314382, 7.606548166836713]
TOH_1/18w22::Via Thures 10a, Torino [45.07337196735428, 7.605819521641229]
TOH_1/18w23::Corso Francia, Torino [45.074324433141875, 7.609148997495629]
TOH_1/18w24::Via Val Lagarina 57a, Torino [45.07248386788925, 7.607873606095073]
TOH_1/18w31::Via Val Lagarina 54a, Torino [45.07238260347644, 7.608479511965011]
TOH_1/18w32::Via Rieti 25a, Torino [45.07266039552825, 7.609442057367003]
TOH_1/18w33::Via Anastasio Germonio 13a, Torino [45.073159463663636, 7.611115965320056]
TOH_1/18w34::Via Val Lagarina 8a, Torino [45.07271647406578, 7.613267796301853]
TOH_1/18w41::Via Vandalino, Torino [45.07271775833036, 7.6144571313460085]
TOH_1/18w42::Corso Francia 335d, Torino [45.07409720898565, 7.614006956860256]
TOH_1/18w43::Via Giuseppe Fenoglio 7 scala A, Torino [45.073477277283, 7.617463212690153]
TOH_1/18w44::Corso Marche 10 int. 5, Torino [45.075196176677494, 7.615812119294032]
TOH_1/19e11::Via Challant 33, Torino [45.061248111969796, 7.617893756173332]
TOH_1/19e12::Via Brissogne 16, Torino [45.062788573324696, 7.619789089750482]
TOH_1/19e13::Via Bionaz 8, Torino [45.06392271763936, 7.621120130459622]
TOH_1/19e14::Via Bard 43 int. 2/A, Torino [45.062720054057976, 7.616391653240792]
TOH_1/19e21::Strada della Pronda 7, Torino [45.0670907348655, 7.620084260640914]
TOH_1/19e22::Strada della Pronda 32e, Torino [45.06660952019323, 7.617274529491811]
TOH_1/19e23::Via Monginevro 280m, Torino [45.065676019261545, 7.616754005307357]
TOH_1/19e24::Via Monginevro 250, Torino [45.06452578500668, 7.61966999677035]
TOH_1/19e31::Via Mario Ponzio 11b, Torino [45.06723424355523, 7.623023339524741]
TOH_1/19e32::Via Mario Ponzio 24, Torino [45.06740802710763, 7.621814266569653]
TOH_1/19e33::Via Monte Cimone 23, Torino [45.067494834107386, 7.619262797833972]
TOH_1/19e34::Via Postumia 42, Torino [45.068145539144666, 7.619142889685268]
TOH_1/19e41::Via Chambery 37, Torino [45.06908427562459, 7.619158212149935]
TOH_1/19e42::Via Asiago 6, Torino [45.07024399591672, 7.617702424427363]
TOH_1/19e43::Via Chambery 58, Torino [45.06902519499988, 7.616905915912477]
TOH_1/19e44::Via Tarvisio 5, Torino [45.06966443921135, 7.616144530303186]
TOH_1/19w11::Via Adamello 91, Torino [45.07049889089265, 7.60905016835617]
TOH_1/19w12::Via Vandalino 131, Torino [45.071225712193424, 7.608929793789254]
TOH_1/19w13::Via Vandalino 142, Torino [45.07115454629813, 7.606936116928849]
TOH_1/19w14::Via Val Lagarina 70, Torino [45.07230211681669, 7.6063884190235385]
TOH_1/19w21::Via Asiago 55d, Torino [45.06977363233256, 7.611395628227329]
TOH_1/19w22::Via Asiago 75 int. 7, Torino [45.06928106366045, 7.609728848403561]
TOH_1/19w23::Via Rieti 51a, Torino [45.07031374109834, 7.60961902858184]
TOH_1/19w24::Via Don Leonardo Murialdo 46, Torino [45.07083679745937, 7.610261512980956]
TOH_1/19w31::Via Vandalino 90a, Torino [45.07140404835661, 7.613969215266599]
TOH_1/19w32::Via Adamello 18, Torino [45.07092664670961, 7.6163582728439785]
TOH_1/19w33::Via Vandalino 69a, Torino [45.0714991207882, 7.616000212529651]
TOH_1/19w34::Via Anastasio Germonio 35, Torino [45.07131062062468, 7.611324791495678]
TOH_1/19w41::Via Chambery 78a, Torino [45.06890319631322, 7.614453690355901]
TOH_1/19w42::Via Chambery 93 int. 111, Torino [45.06879419662768, 7.61175791863162]
TOH_1/19w43::Via Asiago 42b, Torino [45.07004125359416, 7.613312111151979]
TOH_1/19w44::Via Adamello 39a, Torino [45.07071262324327, 7.6145619696345355]
